station,city,state,country,data_source,longitude,latitude,data_type,ts,aqius,aqicn,pm25,pm10,tp,tp_min,hu,pr,ws,wd,pop,ic,hour,date,weekday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-29 13:00:00+00:00,84.0,39.0,27.0,,28,,78,1012,2.57,260,0,50n,13,2024-10-29,Tuesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-29 14:00:00+00:00,86.0,40.0,28.0,,29,,74,1011,3.6,240,0,50n,14,2024-10-29,Tuesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-29 15:00:00+00:00,96.0,47.0,33.0,,29,,70,1011,3.6,230,0,50n,15,2024-10-29,Tuesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-29 16:00:00+00:00,90.0,43.0,30.0,,30,,66,1010,3.6,230,0,50n,16,2024-10-29,Tuesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-29 17:00:00+00:00,99.0,50.0,35.0,,33,,49,1010,5.66,230,0,50d,17,2024-10-29,Tuesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-29 18:00:00+00:00,99.0,50.0,35.0,,34,,40,1009,4.12,230,0,50d,18,2024-10-29,Tuesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-29 19:00:00+00:00,82.0,37.0,26.0,,35,,43,1009,4.12,230,0,50d,19,2024-10-29,Tuesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-29 20:00:00+00:00,86.0,40.0,28.0,,34,,46,1009,5.14,230,0,50d,20,2024-10-29,Tuesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-29 21:00:00+00:00,75.0,31.0,22.0,,34,,49,1010,4.12,240,0,50d,21,2024-10-29,Tuesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-29 22:00:00+00:00,75.0,31.0,22.0,,33,,52,1011,3.09,240,0,50d,22,2024-10-29,Tuesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-29 23:00:00+00:00,81.0,36.0,25.0,,32,,55,1011,3.09,230,0,50d,23,2024-10-29,Tuesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 00:00:00+00:00,73.0,30.0,21.0,,29,,79,1011,3.6,250,0,50d,0,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 01:00:00+00:00,79.0,34.0,24.0,,29,,84,1011,3.09,270,0,50d,1,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 02:00:00+00:00,90.0,43.0,30.0,,27,,89,1011,1.54,0,0,50d,2,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 03:00:00+00:00,84.0,39.0,27.0,,25,,94,1010,1.54,0,0,50d,3,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 04:00:00+00:00,86.0,40.0,28.0,,25,,94,1009,2.06,250,0,50n,4,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 05:00:00+00:00,82.0,37.0,26.0,,26,,89,1008,2.06,270,0,50n,5,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 06:00:00+00:00,86.0,40.0,28.0,,26,,89,1008,1.54,250,0,50n,6,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 07:00:00+00:00,86.0,40.0,28.0,,27,,89,1008,1.54,290,0,50n,7,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 08:00:00+00:00,79.0,34.0,24.0,,27,,89,1008,1.54,280,0,50n,8,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 09:00:00+00:00,96.0,47.0,33.0,,26,,89,1009,2.06,290,0,50n,9,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 10:00:00+00:00,77.0,33.0,23.0,,26,,89,1009,1.54,270,0,50n,10,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 11:00:00+00:00,81.0,36.0,25.0,,27,,83,1009,2.06,270,0,50n,11,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 12:00:00+00:00,84.0,39.0,27.0,,27,,83,1009,2.57,240,0,50n,12,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 13:00:00+00:00,115.0,58.0,41.0,,27,,83,1009,2.06,260,0,50n,13,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 14:00:00+00:00,77.0,33.0,23.0,,29,,74,1009,3.09,220,0,50n,14,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 15:00:00+00:00,69.0,27.0,19.0,,29,,74,1008,4.63,220,0,50n,15,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 16:00:00+00:00,69.0,27.0,19.0,,31,,62,1007,4.63,240,0,50n,16,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 17:00:00+00:00,73.0,30.0,21.0,,33,,49,1007,5.66,240,0,50d,17,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 18:00:00+00:00,84.0,39.0,27.0,,33,,49,1007,4.12,240,0,50d,18,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 19:00:00+00:00,84.0,39.0,27.0,,34,,49,1007,4.12,190,0,50d,19,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 20:00:00+00:00,81.0,36.0,25.0,,34,,49,1008,5.14,230,0,50d,20,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 21:00:00+00:00,71.0,29.0,20.0,,34,,49,1008,6.17,260,0,50d,21,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 22:00:00+00:00,81.0,36.0,25.0,,34,,49,1009,4.12,230,0,50d,22,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-30 23:00:00+00:00,92.0,44.0,31.0,,32,,58,1010,0.0,0,0,50d,23,2024-10-30,Wednesday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-31 00:00:00+00:00,81.0,36.0,25.0,,30,,70,1010,5.14,220,0,50d,0,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,history,2024-10-31 01:00:00+00:00,90.0,43.0,30.0,,28,,89,1010,2.57,260,0,50d,1,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 02:00:00+00:00,90.0,43.0,,,24,,88,1013,0.0,0,0,50d,2,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 03:00:00+00:00,94.0,45.0,52.7,163.54,24,24.0,84,1013,2.0,293,0,01d,3,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 04:00:00+00:00,99.0,48.0,52.7,163.54,25,25.0,78,1013,2.0,286,0,01d,4,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 05:00:00+00:00,103.0,50.0,52.7,163.54,27,27.0,70,1014,2.0,276,0,01d,5,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 06:00:00+00:00,108.0,53.0,52.7,163.54,28,28.0,60,1014,2.0,255,0,01d,6,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 07:00:00+00:00,112.0,55.0,52.7,163.54,30,30.0,51,1013,3.0,243,0,01d,7,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 08:00:00+00:00,117.0,58.0,52.7,163.54,30,30.0,51,1012,4.0,245,0,01d,8,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 09:00:00+00:00,121.0,60.0,52.7,163.54,30,30.0,50,1012,4.0,249,0,01d,9,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 10:00:00+00:00,125.0,62.0,52.7,163.54,30,30.0,50,1011,4.0,251,0,01d,10,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 11:00:00+00:00,130.0,65.0,52.7,163.54,30,30.0,52,1011,4.0,256,0,01d,11,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 12:00:00+00:00,134.0,67.0,52.7,163.54,29,29.0,55,1011,4.0,261,0,01d,12,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 13:00:00+00:00,139.0,70.0,52.7,163.54,28,28.0,59,1012,4.0,264,0,01n,13,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 14:00:00+00:00,143.0,72.0,52.7,163.54,28,28.0,63,1012,4.0,268,0,01n,14,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 15:00:00+00:00,143.0,72.0,52.7,163.54,28,28.0,64,1013,4.0,271,0,01n,15,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 16:00:00+00:00,143.0,72.0,52.7,163.54,27,27.0,65,1013,4.0,273,0,01n,16,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 17:00:00+00:00,143.0,72.0,52.7,163.54,27,27.0,65,1013,4.0,273,0,01n,17,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 18:00:00+00:00,143.0,72.0,52.7,163.54,27,27.0,66,1013,4.0,278,0,01n,18,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 19:00:00+00:00,143.0,72.0,52.7,163.54,27,27.0,66,1013,4.0,280,0,01n,19,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 20:00:00+00:00,143.0,72.0,52.7,163.54,27,27.0,66,1013,4.0,282,0,01n,20,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 21:00:00+00:00,143.0,72.0,52.7,163.54,27,27.0,67,1012,4.0,289,0,01n,21,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 22:00:00+00:00,143.0,72.0,52.7,163.54,26,26.0,67,1012,4.0,297,0,01n,22,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-10-31 23:00:00+00:00,143.0,72.0,52.7,163.54,26,26.0,69,1012,4.0,303,0,01n,23,2024-10-31,Thursday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 00:00:00+00:00,102.0,51.0,36.12,92.0,26,26.0,69,1012,4.0,304,0,01n,0,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 01:00:00+00:00,102.0,51.0,36.12,92.0,26,26.0,70,1013,4.0,303,0,01n,1,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 02:00:00+00:00,102.0,51.0,36.12,92.0,26,26.0,69,1013,3.0,302,0,01d,2,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 03:00:00+00:00,102.0,51.0,36.12,92.0,27,27.0,66,1014,3.0,298,0,01d,3,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 04:00:00+00:00,102.0,51.0,36.12,92.0,28,28.0,59,1014,3.0,289,0,01d,4,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 05:00:00+00:00,102.0,51.0,36.12,92.0,29,29.0,52,1015,4.0,281,0,01d,5,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 06:00:00+00:00,102.0,51.0,36.12,92.0,30,30.0,49,1014,4.0,272,0,01d,6,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 07:00:00+00:00,102.0,51.0,36.12,92.0,30,30.0,47,1013,5.0,265,0,01d,7,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 08:00:00+00:00,102.0,51.0,36.12,92.0,31,31.0,45,1012,5.0,260,0,01d,8,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 09:00:00+00:00,102.0,51.0,36.12,92.0,30,30.0,47,1012,5.0,259,0,01d,9,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 10:00:00+00:00,102.0,51.0,36.12,92.0,30,30.0,49,1011,6.0,262,0,01d,10,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 11:00:00+00:00,102.0,51.0,36.12,92.0,30,30.0,51,1011,6.0,268,0,01d,11,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 12:00:00+00:00,102.0,51.0,36.12,92.0,29,29.0,54,1012,5.0,268,0,01d,12,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 13:00:00+00:00,102.0,51.0,36.12,92.0,28,28.0,58,1012,4.0,265,0,01n,13,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 14:00:00+00:00,102.0,51.0,36.12,92.0,28,28.0,61,1013,4.0,265,0,01n,14,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 15:00:00+00:00,102.0,51.0,36.12,92.0,27,27.0,63,1013,3.0,260,0,01n,15,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 16:00:00+00:00,102.0,51.0,36.12,92.0,27,27.0,64,1014,3.0,254,0,01n,16,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 17:00:00+00:00,102.0,51.0,36.12,92.0,27,27.0,65,1014,4.0,246,0,01n,17,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 18:00:00+00:00,102.0,51.0,36.12,92.0,27,27.0,65,1013,4.0,250,0,01n,18,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 19:00:00+00:00,102.0,51.0,36.12,92.0,27,27.0,65,1013,4.0,270,0,01n,19,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 20:00:00+00:00,102.0,51.0,36.12,92.0,27,27.0,65,1013,5.0,282,0,01n,20,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 21:00:00+00:00,102.0,51.0,36.12,92.0,27,27.0,65,1013,4.0,277,0,01n,21,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 22:00:00+00:00,102.0,51.0,36.12,92.0,27,27.0,65,1012,4.0,272,0,01n,22,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-01 23:00:00+00:00,102.0,51.0,36.12,92.0,26,26.0,65,1012,5.0,271,0,01n,23,2024-11-01,Friday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 00:00:00+00:00,81.0,36.0,25.38,61.73,26,26.0,66,1012,5.0,273,0,01n,0,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 01:00:00+00:00,81.0,36.0,25.38,61.73,26,26.0,67,1012,5.0,274,0,01n,1,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 02:00:00+00:00,81.0,36.0,25.38,61.73,26,26.0,68,1013,5.0,275,0,01d,2,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 03:00:00+00:00,81.0,36.0,25.38,61.73,27,27.0,66,1013,5.0,275,0,01d,3,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 04:00:00+00:00,81.0,36.0,25.38,61.73,28,28.0,62,1014,6.0,275,0,01d,4,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 05:00:00+00:00,81.0,36.0,25.38,61.73,29,29.0,59,1014,6.0,273,0,01d,5,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 06:00:00+00:00,81.0,36.0,25.38,61.73,29,29.0,58,1014,6.0,269,0,01d,6,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 07:00:00+00:00,81.0,36.0,25.38,61.73,30,30.0,58,1013,6.0,265,0,01d,7,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 08:00:00+00:00,81.0,36.0,25.38,61.73,30,30.0,57,1012,6.0,260,0,01d,8,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 09:00:00+00:00,81.0,36.0,25.38,61.73,30,30.0,58,1011,6.0,257,0,01d,9,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 10:00:00+00:00,81.0,36.0,25.38,61.73,30,30.0,59,1010,6.0,255,0,01d,10,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 11:00:00+00:00,81.0,36.0,25.38,61.73,29,29.0,61,1010,6.0,253,0,01d,11,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 12:00:00+00:00,81.0,36.0,25.38,61.73,29,29.0,64,1011,5.0,252,0,01d,12,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 13:00:00+00:00,81.0,36.0,25.38,61.73,28,28.0,68,1011,5.0,250,0,01n,13,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 14:00:00+00:00,81.0,36.0,25.38,61.73,28,28.0,70,1012,4.0,244,0,01n,14,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 15:00:00+00:00,81.0,36.0,25.38,61.73,27,27.0,70,1012,4.0,239,0,01n,15,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 16:00:00+00:00,81.0,36.0,25.38,61.73,27,27.0,71,1013,4.0,239,0,01n,16,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 17:00:00+00:00,81.0,36.0,25.38,61.73,27,27.0,71,1013,4.0,245,0,01n,17,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 18:00:00+00:00,81.0,36.0,25.38,61.73,27,27.0,72,1013,4.0,259,0,01n,18,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 19:00:00+00:00,81.0,36.0,25.38,61.73,27,27.0,72,1013,4.0,268,0,01n,19,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 20:00:00+00:00,81.0,36.0,25.38,61.73,27,27.0,73,1012,4.0,267,0,01n,20,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 21:00:00+00:00,81.0,36.0,25.38,61.73,27,27.0,73,1012,4.0,260,0,01n,21,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 22:00:00+00:00,81.0,36.0,25.38,61.73,26,26.0,73,1012,3.0,261,0,01n,22,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-02 23:00:00+00:00,81.0,36.0,25.38,61.73,26,26.0,74,1011,3.0,265,0,01n,23,2024-11-02,Saturday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 00:00:00+00:00,60.0,20.0,14.02,41.63,26,26.0,75,1012,3.0,266,0,01n,0,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 01:00:00+00:00,60.0,20.0,14.02,41.63,26,26.0,75,1012,3.0,271,0,01n,1,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 02:00:00+00:00,60.0,20.0,14.02,41.63,26,26.0,75,1013,3.0,274,0,01d,2,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 03:00:00+00:00,60.0,20.0,14.02,41.63,27,27.0,73,1013,3.0,275,0,01d,3,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 04:00:00+00:00,60.0,20.0,14.02,41.63,28,28.0,69,1014,3.0,266,0,01d,4,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 05:00:00+00:00,60.0,20.0,14.02,41.63,28,28.0,64,1014,3.0,258,0,01d,5,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 06:00:00+00:00,60.0,20.0,14.02,41.63,29,29.0,61,1013,4.0,246,0,01d,6,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 07:00:00+00:00,60.0,20.0,14.02,41.63,30,30.0,59,1012,4.0,241,0,01d,7,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 08:00:00+00:00,60.0,20.0,14.02,41.63,30,30.0,58,1012,5.0,245,0,01d,8,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 09:00:00+00:00,60.0,20.0,14.02,41.63,30,30.0,58,1011,5.0,244,0,01d,9,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 10:00:00+00:00,60.0,20.0,14.02,41.63,30,30.0,59,1010,5.0,244,0,01d,10,2024-11-03,Sunday
TDF MagnifiScience Centre,Karachi,Sindh,Pakistan,station,67.0029981,24.84656534821976,forecast,2024-11-03 11:00:00+00:00,60.0,20.0,14.02,41.63,29,29.0,62,1010,5.0,244,0,01d,11,2024-11-03,Sunday
